customer_id,age,tenure_months,orders,avg_order_value,sessions,support_tickets,discount_rate,delivery_delay_days,satisfaction_score,churn,revenue,conversion_rate
10066,33,3,4,648.22,5,1,0.055,3.7,3.79,1,2450.27,0.0382
10067,61,4,6,873.63,8,0,0.133,1.1,4.22,0,4544.62,0.0496
10068,35,23,4,881.0,9,4,0.39,1.3,4.7,1,2149.64,0.0508
10069,21,58,4,1153.68,9,1,0.183,3.5,2.62,1,3770.23,0.0336
10070,40,3,8,699.9,8,5,0.101,4.6,3.3,1,5033.68,0.0447
10071,56,23,4,1041.83,11,2,0.061,2.3,4.18,1,3913.11,0.0419
10072,27,7,4,860.46,6,2,0.544,3.3,4.65,1,1569.48,0.0486
10073,40,56,4,1222.89,11,2,0.155,3.9,2.95,1,4133.37,0.0297
10074,24,41,12,1172.72,5,0,0.051,6.1,3.31,0,13354.94,0.0498
10075,50,46,1,899.24,11,1,0.137,0.4,3.82,1,776.04,0.0418
10076,40,43,7,784.43,10,1,0.267,1.3,3.46,0,4024.91,0.0501
10077,33,40,8,976.65,10,0,0.249,1.5,4.24,1,5867.71,0.0519
10078,28,47,6,804.89,6,0,0.342,3.8,4.29,0,3177.71,0.0504
10079,45,1,3,1270.08,13,4,0.143,2.0,4.38,0,3265.38,0.0406
10080,50,52,6,869.62,12,0,0.196,2.9,3.84,1,4195.05,0.0478
10081,63,45,6,748.59,8,0,0.245,2.6,4.43,0,3391.11,0.0508
10082,38,45,4,735.1,6,1,0.119,2.4,3.98,0,2590.49,0.0612
10083,25,24,6,546.74,8,3,0.276,2.6,4.08,0,2375.04,0.0423
10084,57,49,3,989.14,10,3,0.093,4.2,4.06,0,2691.45,0.0236
10085,48,23,4,645.0,13,1,0.24,0.8,4.27,1,1960.8,0.0465
10086,51,3,4,1124.54,13,3,0.468,2.1,4.41,0,2393.02,0.0383
10087,22,55,4,526.77,6,2,0.319,0.3,3.8,0,1434.92,0.0442
10088,32,15,8,881.81,10,0,0.205,2.8,4.39,0,5608.31,0.0463
10089,54,7,5,1137.56,8,2,0.14,2.1,4.49,1,4891.51,0.0458
10090,57,38,3,311.94,11,1,0.122,4.2,4.16,1,821.65,0.0338
10091,38,15,7,1354.57,7,1,0.062,2.4,3.53,1,8894.11,0.0541
10092,56,52,4,743.68,9,1,0.211,1.6,4.12,1,2347.05,0.0475
10093,58,27,4,885.27,13,1,0.163,2.0,4.28,1,2963.88,0.0544
10094,36,1,4,992.86,8,1,0.332,5.3,3.75,0,2652.92,0.0385
10095,61,58,5,1031.53,8,2,0.038,0.0,4.45,0,4961.66,0.0608
10096,31,31,5,918.47,6,3,0.142,1.3,4.71,0,3940.24,0.0523
10097,29,16,10,1099.35,10,2,0.222,2.5,3.37,0,8552.94,0.0606
10098,50,41,3,979.77,11,3,0.183,1.3,3.96,0,2401.42,0.0476
10099,48,32,7,1290.22,8,1,0.215,3.2,3.16,0,7089.76,0.0398
10100,24,2,9,980.58,12,0,0.109,2.3,4.47,0,7863.27,0.0606
10101,57,46,5,1341.16,11,2,0.114,2.8,4.15,0,5941.34,0.048
10102,27,25,8,1075.27,11,1,0.333,2.6,5.0,0,5737.64,0.057
10103,56,42,5,398.56,11,5,0.225,2.2,4.17,1,1544.42,0.0497
10104,18,54,5,1502.78,6,2,0.286,0.2,4.51,1,5364.92,0.0597
10105,56,37,3,706.41,8,2,0.352,2.7,4.03,0,1373.26,0.0297
10106,55,41,4,1223.89,8,1,0.148,0.0,4.36,0,4171.02,0.0504
10107,55,16,6,856.7,9,3,0.225,1.3,4.12,1,3983.66,0.0566
10108,49,15,4,1115.27,8,0,0.108,3.2,4.15,1,3979.28,0.0463
10109,40,25,9,677.88,6,0,0.328,4.4,2.92,0,4099.82,0.0366
10110,51,52,7,1006.44,8,0,0.011,6.4,3.54,0,6967.58,0.0262
10111,31,32,4,786.7,8,0,0.075,1.7,4.34,1,2910.79,0.0592
10112,55,21,2,1244.75,11,1,0.238,0.9,5.0,1,1897.0,0.0473
10113,44,47,3,959.67,14,0,0.317,3.3,3.95,0,1966.36,0.0498
10114,40,52,7,1083.99,8,1,0.22,5.6,3.15,0,5918.59,0.0444
10115,42,55,6,308.98,8,0,0.203,5.0,3.82,1,1477.54,0.0385
10116,45,18,4,828.61,16,3,0.19,0.6,4.23,1,2684.7,0.0355
10117,19,43,5,952.64,10,1,0.265,2.2,4.05,1,3500.95,0.0456
10118,24,36,6,905.9,7,2,0.164,3.8,3.14,1,4543.99,0.0414
10119,29,27,7,1090.29,12,2,0.258,4.0,3.61,0,5662.97,0.0483
10120,23,24,5,758.52,11,0,0.276,3.4,3.73,1,2745.84,0.0374
10121,39,7,3,862.2,10,2,0.274,1.6,4.01,1,1877.87,0.0456
10122,50,17,7,1145.31,7,0,0.286,3.4,4.32,1,5724.26,0.0521
10123,49,33,8,280.33,8,1,0.151,4.0,3.48,1,1904.0,0.0522
10124,40,54,8,997.34,5,2,0.187,0.8,4.16,0,6486.7,0.0549
10125,59,52,3,766.53,18,1,0.148,4.7,3.9,1,1959.25,0.0403
10126,45,12,4,621.92,5,1,0.185,4.1,3.64,1,2027.46,0.0417
10127,21,41,4,934.14,10,0,0.036,1.1,5.0,0,3602.04,0.0594
10128,54,6,6,1156.86,10,2,0.19,4.0,3.79,1,5622.34,0.0402
10129,45,41,8,1109.79,7,0,0.274,3.8,3.36,1,6445.66,0.0275
10130,48,21,9,816.22,11,2,0.248,3.8,3.34,1,5524.18,0.0456
10131,45,27,9,1068.94,12,2,0.288,5.1,3.06,0,6849.77,0.0414
10132,44,44,6,1067.02,6,3,0.227,2.4,3.5,1,4948.84,0.0396
10133,22,26,4,828.16,8,3,0.263,3.0,4.0,1,2441.42,0.0353
10134,44,49,4,676.73,8,1,0.083,0.0,4.0,0,2482.25,0.0469
10135,56,33,3,691.19,7,1,0.384,4.3,3.58,1,1277.32,0.0358
10136,32,60,4,1059.46,8,1,0.026,4.1,4.28,0,4127.66,0.0444
10137,46,39,2,839.46,10,2,0.348,4.7,3.32,0,1094.66,0.017
10138,19,18,2,588.45,10,3,0.018,0.8,4.46,1,1155.72,0.0348
10139,34,47,5,428.78,10,2,0.434,4.0,2.92,1,1213.45,0.0448
10140,38,25,4,1057.96,10,1,0.249,4.1,3.6,0,3178.11,0.0386
10141,65,33,4,713.31,9,1,0.195,1.3,3.87,1,2296.86,0.0469
10142,28,9,7,932.6,11,1,0.209,4.2,3.88,1,5163.81,0.0388
10143,31,8,4,1159.93,11,0,0.191,3.2,3.56,1,3753.53,0.0412
10144,37,35,3,522.77,13,0,0.012,0.0,5.0,1,1549.49,0.0514
10145,65,12,7,838.72,11,0,0.179,3.4,3.25,1,4820.12,0.0409
10146,58,60,4,807.33,4,2,0.244,1.1,4.71,0,2441.37,0.0436
10147,19,52,4,944.94,8,1,0.435,0.0,4.9,0,2135.56,0.0505
10148,29,43,5,1159.79,7,2,0.196,3.0,4.0,0,4662.36,0.0583
10149,57,45,3,517.64,11,0,0.145,2.3,4.21,0,1327.75,0.0422
10150,20,36,8,992.45,5,2,0.021,4.8,4.37,1,7772.87,0.0547
10151,59,4,5,1107.88,6,0,0.12,2.7,5.0,0,4874.67,0.0519
10152,31,24,5,803.41,11,4,0.176,3.7,3.44,0,3310.05,0.0399
10153,62,30,5,815.64,4,1,0.262,3.3,3.98,1,3009.71,0.042
10154,32,55,5,954.61,16,0,0.097,4.1,3.61,1,4310.06,0.05
10155,38,14,7,936.2,8,1,0.351,0.9,3.81,1,4253.16,0.0553
10156,49,30,4,995.59,9,2,0.209,2.7,4.12,1,3150.05,0.0409
10157,24,21,3,990.32,10,0,0.154,2.2,4.32,1,2513.43,0.0428
10158,44,9,6,604.51,10,2,0.335,3.5,3.05,1,2411.99,0.0481
10159,42,7,7,1097.57,3,1,0.163,2.8,4.2,1,6430.66,0.0345
10160,55,22,3,1141.7,5,1,0.356,1.4,4.38,0,2205.76,0.049
10161,65,5,2,896.52,9,1,0.231,1.8,3.91,0,1378.85,0.0433
10162,49,5,4,476.46,8,0,0.194,5.2,3.36,0,1536.11,0.0316
10163,37,22,2,821.31,2,0,0.167,0.0,4.79,1,1368.3,0.0499
10164,37,13,4,898.6,11,0,0.052,3.6,4.68,0,3407.49,0.0502
10165,38,34,1,563.85,8,2,0.05,4.5,3.77,0,535.66,0.0216
10166,57,2,5,759.97,11,0,0.178,3.4,4.34,1,3123.48,0.0528
10167,33,19,3,497.66,6,1,0.207,5.8,3.08,1,1183.93,0.0323
10168,26,28,4,1001.82,7,1,0.101,4.0,3.59,0,3602.54,0.0389
10169,34,58,3,891.49,6,2,0.249,3.1,4.12,0,2008.53,0.0428
10170,19,39,8,438.55,8,6,0.048,1.6,3.1,1,3340.0,0.053
10171,23,53,4,937.87,8,0,0.145,3.1,4.14,1,3207.52,0.0588
10172,22,21,2,835.87,10,2,0.243,3.6,3.97,1,1265.51,0.0405
10173,55,27,7,979.1,16,0,0.222,2.4,4.15,1,5332.18,0.0569
10174,52,26,3,752.12,9,0,0.127,1.1,4.55,1,1969.8,0.0499
10175,51,54,4,649.63,6,1,0.206,0.4,4.45,1,2063.22,0.0636
10176,40,58,7,657.29,7,0,0.077,2.7,3.83,1,4246.75,0.0407
10177,52,58,6,715.46,11,0,0.298,0.0,4.07,0,3013.52,0.0443
10178,25,46,2,854.71,9,1,0.264,1.6,4.17,1,1258.13,0.0429
10179,61,31,4,886.99,12,0,0.165,0.0,5.0,0,2962.55,0.0603
10180,42,33,5,802.32,3,1,0.075,3.8,4.28,0,3710.73,0.0311
10181,63,59,6,744.17,9,0,0.15,4.4,3.65,0,3795.27,0.0434
10182,25,18,3,762.15,6,1,0.391,2.5,3.89,0,1392.45,0.0409
10183,41,21,5,1476.93,9,0,0.071,5.5,3.41,0,6860.34,0.0424
10184,51,54,6,657.32,7,2,0.168,4.7,3.36,0,3281.34,0.0437
10185,41,24,5,710.51,7,0,0.008,3.2,4.15,1,3524.13,0.0362
10186,39,15,3,1673.46,9,1,0.318,2.2,4.58,0,3423.9,0.0402
10187,25,34,3,955.25,8,3,0.295,1.8,4.99,1,2020.35,0.0451
10188,36,20,2,505.0,8,0,0.135,3.4,3.61,1,873.65,0.0395
10189,29,54,4,1060.67,12,3,0.269,2.2,4.2,0,3101.4,0.0494
10190,32,55,3,622.49,10,0,0.283,3.3,4.25,0,1338.98,0.0388
10191,50,19,7,1077.27,6,0,0.128,3.5,3.82,1,6575.66,0.0487
10192,48,32,10,797.26,12,2,0.232,2.0,3.58,0,6122.96,0.0469
10193,47,60,5,740.05,9,1,0.167,4.3,3.85,0,3082.31,0.0553
10194,35,45,6,1252.29,12,2,0.288,2.0,4.99,1,5349.78,0.0597
10195,64,13,2,991.6,7,3,0.083,2.4,3.99,1,1818.59,0.044
10196,22,36,5,1093.25,13,0,0.279,0.7,4.12,1,3941.17,0.0601
10197,34,38,5,958.73,5,0,0.116,1.9,4.19,1,4237.59,0.0559
10198,23,40,4,738.89,8,0,0.081,6.1,2.99,1,2716.16,0.0322
10199,34,2,5,1002.84,4,2,0.395,0.9,4.25,1,3033.59,0.0511
10200,64,18,7,1152.3,9,3,0.284,3.1,4.05,1,5775.33,0.0578
10201,35,52,5,883.68,5,0,0.307,1.6,4.0,0,3061.95,0.0495
10202,61,15,4,1300.41,6,4,0.204,0.0,2.73,1,4140.51,0.0382
10203,41,18,4,1062.62,6,1,0.143,3.4,4.01,1,3642.66,0.0554
10204,51,20,5,903.0,9,1,0.017,1.5,4.0,0,4438.24,0.0439
10205,39,11,5,912.87,10,0,0.55,2.9,3.74,0,2053.96,0.0347
10206,30,10,7,884.31,8,0,0.186,4.1,3.52,0,5038.8,0.0508
10207,54,21,5,537.19,5,2,0.2,2.8,4.08,0,2148.76,0.043
10208,64,53,5,827.48,7,1,0.166,3.0,3.78,1,3450.59,0.0478
10209,30,1,3,905.3,3,1,0.154,0.9,4.76,0,2297.65,0.0613
10210,55,17,4,745.98,13,2,0.045,3.6,4.18,0,2849.64,0.0359
10211,30,4,6,934.42,5,2,0.188,2.1,3.9,0,4552.49,0.0493
10212,52,34,3,855.33,5,1,0.225,0.0,4.27,0,1988.64,0.0582
10213,55,16,4,1043.42,10,2,0.495,3.8,3.77,1,2107.71,0.0454
10214,39,48,5,1015.78,8,1,0.2,4.3,3.66,0,4063.12,0.0408
10215,53,36,8,891.79,6,1,0.257,4.9,2.83,1,5300.8,0.0549
10216,31,48,5,508.2,7,1,0.148,6.1,4.26,1,2164.93,0.0413
10217,21,39,6,1297.68,14,0,0.25,3.7,4.26,0,5839.56,0.0509
10218,22,27,6,814.53,10,0,0.026,3.3,3.8,0,4760.11,0.0564
10219,39,52,6,829.78,6,1,0.55,4.3,2.86,1,2240.41,0.0448
10220,61,29,4,764.37,12,0,0.134,0.9,4.36,1,2647.78,0.0586
10221,24,57,7,727.9,11,1,0.222,0.0,4.24,1,3964.14,0.052
10222,39,60,3,1236.01,9,2,0.43,1.6,4.08,0,2113.58,0.0523
10223,51,36,3,1196.51,14,0,0.246,4.6,2.8,0,2706.51,0.0323
10224,27,41,7,961.1,3,0,0.076,1.3,4.15,0,6216.39,0.0498
10225,52,16,6,823.12,7,2,0.216,3.2,3.64,0,3871.96,0.0471
10226,32,49,4,1004.78,12,1,0.136,3.4,3.8,1,3472.52,0.0435
10227,56,41,5,868.45,15,1,0.206,2.8,3.89,1,3447.75,0.0574
10228,45,55,3,802.44,9,0,0.081,0.2,4.59,0,2212.33,0.0531
10229,44,17,4,934.53,5,1,0.201,3.0,4.64,0,2986.76,0.0435
10230,26,48,6,739.71,7,3,0.218,1.7,3.76,0,3470.72,0.0434
10231,40,29,6,913.07,12,0,0.204,5.3,3.24,1,4360.82,0.0389
10232,59,12,2,901.06,9,1,0.214,4.3,2.95,0,1416.47,0.0212
10233,18,11,4,1000.73,8,0,0.258,1.7,4.06,1,2970.17,0.043
10234,54,34,4,695.22,7,1,0.159,5.4,2.9,1,2338.72,0.0314
10235,41,20,3,1027.53,8,2,0.078,3.0,4.29,1,2842.15,0.0408
10236,52,7,7,623.42,6,1,0.129,0.0,4.46,0,3800.99,0.0631
10237,49,26,4,706.86,13,2,0.078,2.3,4.41,0,2606.9,0.0437
10238,38,40,6,717.77,7,1,0.258,5.2,4.22,1,3195.51,0.0305
10239,32,20,4,581.99,10,0,0.188,1.0,4.03,0,1890.3,0.0384
10240,48,58,5,1103.92,8,1,0.087,2.3,3.93,1,5039.39,0.0474
10241,24,47,5,607.74,11,0,0.32,0.1,5.0,1,2066.32,0.0548
10242,46,31,4,675.27,9,0,0.055,0.4,4.61,1,2552.52,0.0458
10243,22,57,5,1163.85,12,3,0.045,1.0,4.35,1,5557.38,0.0644
10244,49,26,1,707.35,6,2,0.144,0.3,4.81,1,605.49,0.0486
10245,48,9,5,802.96,8,1,0.125,1.3,4.67,0,3512.95,0.0536
10246,22,3,9,596.99,12,2,0.133,5.4,3.61,0,4658.31,0.0469
10247,54,57,8,1058.24,7,0,0.022,2.3,4.81,0,8279.67,0.056
10248,37,58,3,1061.68,14,2,0.281,3.7,3.7,0,2290.04,0.0309
10249,55,45,4,1034.74,8,1,0.23,4.3,3.96,1,3187.0,0.0477
10250,19,7,4,984.38,11,2,0.285,0.5,4.23,1,2815.33,0.0558
10251,26,18,10,868.4,11,2,0.346,1.0,4.68,1,5679.34,0.05
10252,41,3,6,718.91,11,2,0.162,3.7,3.42,0,3614.68,0.0448
10253,27,4,4,646.26,11,0,0.125,1.3,3.61,0,2261.91,0.0474
10254,33,15,9,1172.48,11,0,0.239,3.6,4.25,0,8030.32,0.051
10255,49,35,3,1041.2,12,2,0.133,5.3,2.99,1,2708.16,0.0436
10256,24,4,5,676.67,7,0,0.373,0.0,4.1,0,2121.36,0.065
10257,50,60,6,859.96,15,1,0.11,1.8,4.75,0,4592.19,0.053
10258,22,28,6,774.97,9,1,0.106,2.1,4.56,1,4156.94,0.0522
10259,26,16,3,567.95,12,2,0.548,1.5,3.98,0,770.14,0.0425
10260,46,31,4,894.41,9,0,0.253,1.4,2.98,1,2672.5,0.0377
10261,56,48,6,746.13,16,0,0.195,1.6,4.55,0,3603.81,0.0489
10262,26,19,4,611.87,10,2,0.106,2.4,4.27,1,2188.05,0.0502
10263,32,3,8,480.22,12,2,0.139,2.7,4.15,1,3307.76,0.0646
10264,62,4,5,459.05,6,2,0.115,4.0,3.89,0,2031.3,0.0531
10265,65,52,7,757.14,10,1,0.185,2.4,3.99,0,4319.48,0.0558
10266,45,7,4,828.73,8,0,0.171,4.3,3.64,1,2748.07,0.0251
10267,39,39,4,631.17,11,0,0.13,1.4,3.85,1,2196.47,0.0354
10268,34,24,5,1012.68,11,0,0.148,0.4,4.21,0,4314.02,0.0593
10269,47,47,8,833.61,10,2,0.043,1.9,4.2,0,6382.12,0.0645
10270,46,4,5,994.22,10,0,0.176,3.2,4.18,1,4096.19,0.0505
10271,32,54,5,804.27,8,1,0.205,3.9,4.15,0,3196.97,0.0438
10272,19,42,5,653.22,9,0,0.399,4.9,3.09,1,1962.93,0.0454
10273,25,27,6,878.53,8,0,0.195,2.9,3.33,0,4243.3,0.0491
10274,64,13,2,534.33,9,2,0.174,3.7,3.56,0,882.71,0.041
10275,38,59,3,984.86,8,0,0.027,4.7,3.3,0,2874.81,0.0229
10276,41,19,7,615.71,9,0,0.062,1.1,4.49,0,4042.75,0.0588
10277,40,30,4,1079.56,7,1,0.34,2.0,3.55,0,2850.04,0.0543
10278,55,24,8,765.39,11,3,0.138,7.1,3.55,0,5278.13,0.0436
10279,21,14,4,1115.63,13,2,0.162,3.9,3.33,1,3739.59,0.0442
10280,21,25,2,569.34,5,1,0.275,3.3,4.62,0,825.54,0.0415
10281,31,10,4,680.56,11,1,0.215,3.9,4.03,0,2136.96,0.0433
10282,41,1,6,945.23,11,1,0.124,0.1,4.01,1,4968.13,0.0626
10283,50,18,6,1142.62,9,2,0.141,1.3,5.0,1,5889.06,0.0537
10284,41,7,4,1266.65,6,1,0.171,0.7,4.49,0,4200.21,0.0472
10285,39,25,4,860.34,8,1,0.106,3.1,4.02,0,3076.58,0.0414
10286,63,52,7,1309.44,7,1,0.138,1.8,4.15,0,7901.16,0.0534
10287,25,10,9,777.58,11,1,0.072,2.6,4.24,0,6494.35,0.0452
10288,45,1,5,1124.69,13,2,0.204,1.9,4.29,0,4476.27,0.0548
10289,44,7,5,614.45,18,1,0.21,0.0,4.11,1,2427.08,0.0522
10290,40,31,5,955.05,14,0,0.027,3.9,3.8,0,4646.32,0.0486
10291,56,17,12,264.58,8,1,0.438,0.0,4.55,0,1784.33,0.0524
10292,30,30,7,569.6,10,2,0.165,1.2,4.45,0,3329.31,0.0614
10293,63,2,5,966.67,12,0,0.19,0.2,4.83,1,3915.01,0.0651
10294,33,20,5,521.89,13,1,0.073,0.9,4.41,0,2418.96,0.0558
10295,44,25,6,956.74,10,2,0.369,2.7,3.67,1,3622.22,0.0472
10296,42,26,8,1076.61,15,2,0.218,4.5,3.32,1,6735.27,0.0495
10297,58,34,6,724.67,10,2,0.252,0.0,3.86,0,3252.32,0.0611
10298,39,47,9,607.76,8,3,0.132,1.5,4.3,0,4747.82,0.0606
10299,31,29,8,731.45,8,1,0.32,0.0,4.22,1,3979.09,0.0623
10300,19,51,6,608.55,9,0,0.13,1.4,4.26,0,3176.63,0.0631
10301,35,32,4,824.7,14,4,0.55,2.5,3.86,0,1484.46,0.049
10302,57,16,3,875.52,6,3,0.045,3.7,3.64,0,2508.36,0.0333
10303,18,14,6,773.5,10,2,0.129,0.0,4.4,1,4042.31,0.0644
10304,61,20,6,1268.59,8,1,0.041,3.3,3.5,0,7299.47,0.044
10305,44,36,4,670.15,10,0,0.269,0.7,4.59,1,1959.52,0.0527
10306,24,15,5,1197.86,6,3,0.216,0.3,4.11,1,4695.61,0.0532
10307,32,55,3,589.69,11,0,0.178,2.5,4.11,0,1454.18,0.0491
10308,44,29,5,868.19,5,4,0.276,3.5,4.09,1,3142.85,0.0565
10309,33,52,2,1145.78,7,1,0.226,2.2,4.33,1,1773.67,0.0419
10310,23,41,4,1132.84,11,2,0.204,0.5,4.05,0,3606.96,0.06
10311,49,21,9,744.94,14,2,0.307,2.2,3.94,0,4646.19,0.0549
10312,50,14,4,988.77,5,0,0.046,1.2,5.0,1,3773.15,0.0623
10313,23,45,7,955.29,10,3,0.331,3.4,3.55,1,4473.62,0.0476
10314,31,20,6,715.02,4,1,0.171,4.2,3.76,1,3556.51,0.0416
10315,29,15,2,1003.99,6,1,0.315,4.1,4.06,0,1375.47,0.0479
10316,49,56,6,1315.62,9,1,0.369,2.4,4.16,0,4980.94,0.047
10317,53,29,5,967.93,8,0,0.197,4.3,3.66,0,3886.24,0.0379
10318,52,3,10,991.59,8,1,0.075,0.7,4.04,1,9172.21,0.0511
10319,63,30,3,1018.04,11,0,0.064,5.4,3.62,1,2858.66,0.0422
10320,54,28,4,484.76,11,0,0.056,0.7,4.77,1,1830.45,0.0626
10321,33,52,4,965.06,6,3,0.35,0.0,4.89,1,2509.16,0.0579
10322,23,43,2,595.81,7,3,0.275,4.7,2.79,1,863.92,0.0216
10323,47,12,6,702.53,8,0,0.116,1.2,5.0,0,3726.22,0.0579
10324,61,10,5,1390.49,5,0,0.169,2.6,4.0,0,5777.49,0.0455
10325,64,37,5,786.68,7,1,0.117,0.6,4.81,0,3473.19,0.05
10326,29,3,7,664.96,14,1,0.168,6.4,3.02,0,3872.73,0.0343
10327,29,20,3,1138.15,10,3,0.353,5.5,2.59,0,2209.15,0.0312
10328,19,9,4,613.08,7,2,0.152,5.0,2.91,1,2079.57,0.0301
10329,24,2,2,738.15,5,1,0.152,2.6,3.88,1,1251.9,0.04
10330,44,56,6,1162.26,9,1,0.031,4.1,4.0,0,6757.38,0.0355
10331,44,6,8,860.69,6,1,0.29,2.3,4.1,1,4888.72,0.0634
10332,35,1,3,459.6,8,1,0.221,4.3,3.61,1,1074.09,0.0343
10333,32,56,5,986.0,7,1,0.156,1.7,4.7,1,4160.92,0.0585
10334,57,12,3,750.88,5,3,0.383,5.1,3.38,0,1389.88,0.0348
10335,40,49,3,1234.96,10,2,0.266,1.6,4.24,1,2719.38,0.0483
10336,56,2,4,698.45,8,4,0.102,1.8,5.0,0,2508.83,0.0459
